total_budget,budget_instagram,pct_instagram,budget_google,pct_google,budget_tiktok,pct_tiktok,budget_facebook,pct_facebook,budget_youtube,pct_youtube,budget_linkedin,pct_linkedin,aov,creative_quality,campaign_days,target_margin,age,gender,income_level,conversions,revenue,instagram_impr,instagram_clicks,instagram_conv,instagram_rev,google_impr,google_clicks,google_conv,google_rev,tiktok_impr,tiktok_clicks,tiktok_conv,tiktok_rev,facebook_impr,facebook_clicks,facebook_conv,facebook_rev,youtube_impr,youtube_clicks,youtube_conv,youtube_rev,linkedin_impr,linkedin_clicks,linkedin_conv,linkedin_rev
102.46,19.55,0.1908,22.69,0.2215,5.0,0.0488,11.97,0.1168,22.19,0.2166,21.07,0.2056,16.21,0.664,15,0.524,40,woman,high,35.885,581.7,10860.51,220.34,9.178,148.77,8624.75,271.48,14.958,242.48,3711.13,91.55,3.256,52.78,6704.76,137.91,4.35,70.52,9384.25,146.06,2.94,47.65,6784.52,81.11,1.203,19.5
1.62,0.6,0.3704,0.09,0.0556,0.14,0.0864,0.23,0.142,0.22,0.1358,0.35,0.216,12.12,0.51,15,0.143,32,man,high,0.501,6.07,296.27,5.63,0.243,2.94,36.42,1.26,0.069,0.83,85.06,2.14,0.079,0.96,103.34,1.88,0.06,0.73,87.03,1.57,0.03,0.36,111.47,1.26,0.02,0.24
99.85,21.65,0.2168,27.06,0.271,38.65,0.3871,4.51,0.0452,4.73,0.0474,3.24,0.0324,12.68,0.701,11,0.205,61,man,high,61.728,782.71,12134.97,293.87,10.273,130.27,9982.29,315.19,22.168,281.09,27428.86,720.39,27.29,346.04,2446.3,45.02,1.188,15.06,1666.14,29.52,0.648,8.22,1027.85,10.71,0.16,2.03
3.9,0.6,0.1538,2.03,0.5205,0.52,0.1333,0.26,0.0667,0.44,0.1128,0.05,0.0128,7.39,0.726,12,0.337,71,woman,all,2.109,15.58,321.92,6.02,0.229,1.69,805.08,25.38,1.456,10.76,384.84,9.07,0.299,2.21,123.56,2.27,0.069,0.51,164.44,2.85,0.053,0.39,14.55,0.14,0.002,0.01
46.47,1.05,0.0226,6.35,0.1366,1.79,0.0385,4.95,0.1065,6.11,0.1315,26.21,0.564,18.54,0.715,26,0.16,61,man,low,9.769,181.12,602.31,13.98,0.5,9.26,2751.3,77.85,5.111,94.75,1264.66,28.31,1.019,18.89,2248.26,41.2,1.23,22.81,2361.9,36.31,0.666,12.36,8349.79,84.0,1.243,23.05
69.17,13.76,0.1989,23.71,0.3428,13.78,0.1992,5.58,0.0807,1.76,0.0254,10.57,0.1528,22.39,0.782,16,0.193,29,woman,low,34.417,770.61,7870.95,158.52,7.105,159.08,9028.25,261.41,14.88,333.16,8852.06,251.59,10.13,226.8,2621.44,49.65,1.57,35.14,663.7,10.23,0.189,4.23,3271.23,33.82,0.545,12.2
95.71,17.47,0.1825,8.29,0.0866,2.64,0.0276,11.38,0.1189,2.25,0.0235,53.68,0.5609,21.77,0.47,11,0.337,35,woman,low,23.061,502.04,9586.26,221.09,9.296,202.37,3688.87,102.36,5.91,128.67,1758.36,38.98,1.49,32.44,5461.96,95.97,2.882,62.73,840.12,13.65,0.3,6.53,17670.68,177.22,3.183,69.29
205.33,1.42,0.0069,3.56,0.0173,77.9,0.3794,36.47,0.1776,68.14,0.3319,17.84,0.0869,6.65,0.676,13,0.308,28,man,high,74.196,493.41,751.4,15.6,0.663,4.41,1581.03,51.03,2.906,19.32,52921.2,1398.31,51.658,343.53,16678.86,326.55,9.132,60.73,24417.69,410.89,8.953,59.54,5322.51,52.74,0.885,5.88
53.3,13.4,0.2514,1.86,0.0349,27.48,0.5156,2.11,0.0396,0.63,0.0118,7.82,0.1467,7.85,0.661,2,0.196,69,man,all,26.682,209.46,6707.71,130.69,4.858,38.13,808.48,22.47,1.284,10.08,21078.47,497.8,19.498,153.06,1141.96,21.47,0.602,4.73,236.27,3.77,0.079,0.62,2467.73,23.92,0.361,2.83
38.58,8.31,0.2154,6.29,0.163,13.26,0.3437,6.51,0.1687,3.43,0.0889,0.79,0.0205,22.03,0.44,28,0.212,55,woman,low,17.58,387.3,4909.32,89.18,3.873,85.32,2962.79,74.6,4.363,96.12,8910.09,202.25,7.425,163.58,3243.97,49.4,1.548,34.09,1424.89,19.0,0.338,7.46,249.46,2.44,0.033,0.73
1.35,0.36,0.2667,0.04,0.0296,0.31,0.2296,0.12,0.0889,0.52,0.3852,0.0,0.0,7.49,0.478,19,0.191,22,man,all,0.562,4.21,208.68,4.96,0.22,1.65,16.09,0.46,0.027,0.2,211.86,5.48,0.218,1.63,62.08,1.14,0.029,0.22,191.84,3.03,0.068,0.51,0.0,0.0,0.0,0.0
21.56,0.93,0.0431,4.79,0.2222,3.17,0.147,3.65,0.1693,4.94,0.2291,4.08,0.1892,22.29,0.879,14,0.563,77,man,low,7.809,174.05,518.54,10.42,0.37,8.24,2092.53,67.74,3.891,86.73,1999.5,47.63,1.652,36.82,1852.6,37.6,0.993,22.14,2126.84,32.7,0.643,14.33,1449.89,16.38,0.26,5.79
26.54,3.01,0.1134,3.55,0.1338,7.36,0.2773,10.32,0.3888,0.83,0.0313,1.47,0.0554,17.27,0.911,20,0.187,60,woman,high,13.054,225.45,1789.96,40.67,1.777,30.69,1490.22,44.66,2.547,43.99,5060.85,148.99,5.097,88.03,5000.48,105.89,3.419,59.05,317.92,6.08,0.126,2.17,466.18,5.77,0.088,1.52
5.38,0.32,0.0595,0.65,0.1208,0.58,0.1078,0.65,0.1208,2.09,0.3885,1.1,0.2045,16.77,0.564,5,0.228,52,man,high,1.562,26.19,167.08,3.49,0.134,2.25,257.22,8.13,0.492,8.25,388.79,10.84,0.387,6.5,328.95,7.3,0.246,4.12,839.8,12.83,0.24,4.03,334.14,4.29,0.062,1.04
2.39,0.29,0.1213,0.16,0.0669,0.06,0.0251,0.1,0.0418,1.28,0.5356,0.49,0.205,19.6,0.86,25,0.475,15,woman,high,0.56,10.97,168.75,3.79,0.162,3.17,72.28,2.44,0.125,2.46,41.56,1.28,0.042,0.83,47.45,0.8,0.028,0.55,448.49,8.08,0.174,3.41,150.09,1.71,0.028,0.55
55.16,5.59,0.1013,11.37,0.2061,14.49,0.2627,2.78,0.0504,15.36,0.2785,5.58,0.1012,2.52,0.552,22,0.432,67,woman,high,22.747,57.32,2795.7,60.12,2.506,6.31,4630.42,143.31,9.012,22.71,10259.86,273.27,8.465,21.33,1269.64,23.28,0.644,1.62,5675.02,93.94,1.821,4.59,1845.06,19.03,0.299,0.75
13.96,2.05,0.1468,1.7,0.1218,5.71,0.409,1.42,0.1017,1.17,0.0838,1.91,0.1368,1.64,0.773,25,0.588,70,woman,high,6.224,10.21,1081.11,25.66,0.972,1.59,684.99,21.4,1.365,2.24,3981.87,101.9,3.275,5.37,650.69,11.79,0.352,0.58,498.85,7.98,0.143,0.24,714.79,8.06,0.118,0.19
4.89,0.7,0.1431,1.25,0.2556,0.59,0.1207,0.28,0.0573,1.26,0.2577,0.81,0.1656,10.33,0.918,24,0.338,51,woman,all,2.103,21.73,352.11,6.94,0.287,2.96,501.93,18.05,1.055,10.9,474.66,12.55,0.465,4.8,135.76,2.73,0.08,0.83,452.16,8.68,0.172,1.78,245.81,3.09,0.044,0.45
60.97,9.1,0.1493,23.32,0.3825,7.92,0.1299,9.68,0.1588,5.57,0.0914,5.38,0.0882,22.44,0.837,23,0.144,37,woman,low,29.17,654.57,5063.71,99.21,4.006,89.9,9461.98,285.86,17.123,384.23,5519.16,131.82,4.585,102.89,4535.66,83.95,2.424,54.38,2336.9,39.21,0.794,17.81,1719.51,18.33,0.239,5.37
14.13,1.32,0.0934,4.08,0.2887,2.19,0.155,3.65,0.2583,2.82,0.1996,0.07,0.005,3.81,0.657,7,0.158,68,woman,low,6.946,26.47,781.85,16.79,0.698,2.66,1778.94,57.62,3.725,14.19,1488.99,35.54,1.214,4.63,1841.76,29.52,0.994,3.79,1098.22,16.79,0.311,1.19,22.7,0.29,0.004,0.02
53.56,3.55,0.0663,11.2,0.2091,2.14,0.04,25.04,0.4675,11.26,0.2102,0.38,0.0071,22.87,0.794,2,0.57,60,woman,high,23.311,533.13,1854.75,43.64,1.586,36.27,4649.04,155.85,10.741,245.65,1479.74,47.02,1.975,45.17,12072.71,239.08,7.004,160.18,4612.67,84.48,1.983,45.36,113.84,1.53,0.022,0.49
2.96,0.21,0.0709,0.49,0.1655,1.0,0.3378,0.86,0.2905,0.13,0.0439,0.28,0.0946,20.57,0.412,28,0.167,37,all,high,1.239,25.48,119.15,2.86,0.115,2.37,193.36,5.59,0.344,7.08,741.23,17.55,0.548,11.28,456.11,7.39,0.203,4.17,53.42,0.78,0.016,0.32,87.54,0.89,0.013,0.26
47.93,9.89,0.2063,5.18,0.1081,4.48,0.0935,21.7,0.4527,6.27,0.1308,0.41,0.0086,7.09,0.785,10,0.233,62,woman,high,19.027,134.9,5686.85,125.43,5.277,37.41,2164.74,65.65,4.044,28.67,3148.5,86.46,3.087,21.89,9703.96,175.76,5.802,41.14,2233.86,36.29,0.793,5.62,138.82,1.7,0.024,0.17
2.93,0.53,0.1809,1.26,0.43,0.25,0.0853,0.49,0.1672,0.22,0.0751,0.18,0.0614,16.95,0.677,6,0.099,79,woman,low,1.395,23.65,290.68,5.82,0.206,3.49,542.12,15.25,0.883,14.97,161.56,4.09,0.139,2.35,244.65,4.65,0.139,2.35,91.51,1.11,0.02,0.35,56.75,0.57,0.009,0.15
21.21,1.59,0.075,0.47,0.0222,0.66,0.0311,3.06,0.1443,0.4,0.0189,15.02,0.7082,11.5,0.96,5,0.065,14,all,high,3.895,44.8,897.09,22.53,0.897,10.31,203.75,7.6,0.521,5.99,457.19,16.22,0.633,7.28,1471.65,34.55,0.972,11.18,134.78,2.22,0.033,0.38,4769.01,55.23,0.839,9.65
3.62,0.29,0.0801,0.5,0.1381,0.29,0.0801,0.83,0.2293,1.21,0.3343,0.51,0.1409,5.93,0.838,7,0.483,53,man,low,1.085,6.43,152.33,2.8,0.115,0.68,193.3,5.76,0.372,2.21,212.69,5.45,0.198,1.18,413.16,8.16,0.237,1.4,427.55,6.55,0.138,0.82,162.84,1.77,0.024,0.15
6.07,0.08,0.0132,1.32,0.2175,0.77,0.1269,0.05,0.0082,2.08,0.3427,1.78,0.2932,8.45,0.833,16,0.55,64,man,high,2.015,17.02,45.02,0.96,0.04,0.34,573.64,18.68,1.187,10.03,488.27,11.79,0.381,3.22,23.53,0.49,0.013,0.11,860.54,14.83,0.257,2.17,602.02,8.02,0.136,1.15
2.61,0.38,0.1456,1.07,0.41,0.37,0.1418,0.11,0.0421,0.34,0.1303,0.34,0.1303,2.1,0.458,6,0.086,32,man,low,1.329,2.79,203.98,3.4,0.138,0.29,451.23,13.82,0.888,1.87,254.52,5.93,0.218,0.46,53.73,0.86,0.025,0.05,138.41,2.16,0.045,0.09,111.37,1.04,0.016,0.03
5.38,0.95,0.1766,1.69,0.3141,1.14,0.2119,0.62,0.1152,0.89,0.1654,0.1,0.0186,23.31,0.796,29,0.214,53,woman,high,3.05,71.09,582.89,12.62,0.567,13.22,718.23,23.14,1.334,31.1,760.35,20.71,0.789,18.38,305.95,6.56,0.204,4.75,373.92,6.86,0.151,3.51,32.39,0.37,0.005,0.12
2.66,1.02,0.3835,0.29,0.109,0.03,0.0113,0.08,0.0301,1.2,0.4511,0.04,0.015,23.16,0.949,9,0.483,76,woman,high,0.994,23.03,534.87,13.19,0.512,11.86,118.44,4.29,0.244,5.65,20.6,0.61,0.023,0.53,37.03,0.77,0.022,0.51,561.04,10.45,0.19,4.4,14.43,0.18,0.003,0.07
53.9,3.05,0.0566,1.04,0.0193,20.28,0.3763,17.47,0.3241,8.4,0.1558,3.67,0.0681,11.9,0.608,28,0.39,35,woman,all,19.535,232.47,1451.48,30.7,1.112,13.24,428.3,15.71,1.08,12.86,13079.65,283.49,11.1,132.09,8800.12,168.08,5.048,60.07,3220.36,50.98,0.991,11.79,1327.59,12.9,0.203,2.42
6.28,0.07,0.0111,0.3,0.0478,2.54,0.4045,2.25,0.3583,0.22,0.035,0.89,0.1417,17.92,0.976,27,0.243,77,woman,low,3.018,54.08,35.04,0.71,0.032,0.56,118.61,3.41,0.244,4.37,1694.12,50.37,2.009,36.01,1106.68,21.49,0.655,11.74,92.41,1.49,0.029,0.53,317.22,3.72,0.049,0.87
206.3,57.76,0.28,45.49,0.2205,62.51,0.303,21.51,0.1043,3.85,0.0187,15.18,0.0736,18.33,0.689,1,0.548,74,woman,low,104.174,1909.5,32517.03,717.17,27.009,495.07,20277.26,574.12,32.734,600.01,45818.37,1010.84,36.719,673.05,12350.71,222.78,6.371,116.77,1454.2,22.75,0.536,9.82,4330.83,48.87,0.806,14.77
54.61,8.47,0.1551,31.49,0.5766,1.72,0.0315,5.94,0.1088,2.29,0.0419,4.7,0.0861,14.73,0.531,28,0.34,68,man,all,31.21,459.72,4752.29,88.0,3.687,54.31,12513.41,358.8,24.385,359.19,1259.98,28.68,0.969,14.27,3027.37,56.72,1.66,24.45,886.67,13.59,0.297,4.38,1333.18,13.83,0.212,3.13
28.17,2.68,0.0951,1.48,0.0525,7.61,0.2701,4.56,0.1619,9.14,0.3245,2.71,0.0962,21.02,0.858,27,0.059,35,woman,low,11.203,235.48,1496.45,32.68,1.316,27.67,632.83,20.64,1.325,27.85,5457.94,151.75,6.079,127.77,2238.92,41.98,1.318,27.71,3235.63,55.07,1.036,21.77,834.23,8.77,0.129,2.71
3.44,0.26,0.0756,0.21,0.061,1.03,0.2994,1.02,0.2965,0.62,0.1802,0.3,0.0872,1.72,0.472,1,0.344,29,man,low,1.048,1.8,146.28,2.43,0.094,0.16,79.78,2.16,0.136,0.23,667.4,15.22,0.514,0.88,490.88,8.42,0.217,0.37,245.63,3.8,0.072,0.12,96.53,0.89,0.014,0.02
16.02,2.11,0.1317,5.01,0.3127,1.7,0.1061,0.14,0.0087,4.04,0.2522,3.02,0.1885,8.96,0.803,30,0.284,24,woman,high,7.73,69.26,1238.12,29.14,1.259,11.28,2189.02,73.31,4.595,41.17,1160.17,34.95,1.105,9.9,71.42,1.48,0.05,0.45,1650.12,27.31,0.56,5.02,958.0,10.07,0.161,1.44
3.38,1.16,0.3432,0.24,0.071,0.85,0.2515,0.63,0.1864,0.4,0.1183,0.1,0.0296,0.77,0.886,5,0.465,77,woman,high,1.665,1.28,611.88,12.74,0.59,0.45,92.49,3.06,0.19,0.15,587.99,17.63,0.614,0.47,320.87,6.36,0.211,0.16,148.8,2.66,0.056,0.04,30.87,0.34,0.005,0.0
10.49,0.19,0.0181,0.07,0.0067,1.82,0.1735,4.26,0.4061,3.3,0.3146,0.85,0.081,9.1,0.814,24,0.224,47,man,low,2.764,25.15,100.83,2.06,0.085,0.77,27.09,0.89,0.051,0.47,1275.4,31.78,1.131,10.29,1908.77,35.37,1.017,9.25,1158.67,20.13,0.432,3.93,300.23,3.25,0.048,0.44
14.69,1.24,0.0844,3.45,0.2349,0.64,0.0436,4.27,0.2907,1.15,0.0783,3.94,0.2682,8.01,0.794,12,0.475,27,man,high,5.549,44.44,682.18,16.37,0.72,5.77,1397.5,47.24,2.936,23.51,462.16,13.06,0.418,3.35,2047.08,40.69,1.14,9.13,438.18,7.61,0.176,1.41,1185.75,10.38,0.159,1.27
67.92,12.13,0.1786,0.55,0.0081,2.93,0.0431,5.07,0.0746,32.86,0.4838,14.38,0.2117,22.63,0.835,3,0.409,17,woman,high,15.572,352.4,6058.03,142.89,5.75,130.12,235.92,7.82,0.441,9.98,2149.51,66.52,2.535,57.37,2641.45,50.58,1.549,35.05,13285.36,228.89,4.479,101.36,5090.81,57.11,0.818,18.52
17.85,2.98,0.1669,0.78,0.0437,1.64,0.0919,3.55,0.1989,3.4,0.1905,5.5,0.3081,6.41,0.509,2,0.517,17,woman,high,4.948,31.72,1831.82,37.94,1.686,10.81,344.72,10.23,0.622,3.99,981.68,23.93,0.883,5.66,1792.3,37.08,1.078,6.91,1246.06,17.65,0.412,2.64,1892.18,19.38,0.267,1.71
36.78,3.32,0.0903,2.64,0.0718,14.86,0.404,5.18,0.1408,1.39,0.0378,9.39,0.2553,9.81,0.927,14,0.571,60,woman,all,18.542,181.9,1688.19,36.05,1.336,13.1,1013.09,35.44,2.076,20.36,12828.04,325.83,12.74,124.98,2562.2,54.74,1.638,16.07,520.15,8.91,0.202,1.99,2959.9,33.73,0.55,5.39
19.6,4.36,0.2224,1.61,0.0821,2.0,0.102,2.76,0.1408,5.34,0.2724,3.52,0.1796,21.55,0.761,17,0.553,58,woman,low,5.928,127.76,2288.71,46.57,1.938,41.76,720.52,21.33,1.3,28.02,1468.43,34.09,1.172,25.27,1361.35,25.48,0.713,15.36,1904.01,29.35,0.594,12.8,1149.2,12.44,0.212,4.56
2.3,0.27,0.1174,0.48,0.2087,0.3,0.1304,0.53,0.2304,0.52,0.2261,0.2,0.087,18.06,0.575,6,0.426,73,man,all,0.906,16.37,154.19,3.14,0.121,2.19,210.55,6.08,0.37,6.69,196.27,4.87,0.195,3.52,273.46,4.8,0.151,2.72,198.13,3.4,0.061,1.1,62.75,0.71,0.009,0.16
5.27,0.43,0.0816,2.18,0.4137,0.71,0.1347,0.03,0.0057,1.52,0.2884,0.4,0.0759,21.48,0.4,23,0.207,61,woman,high,2.252,48.38,224.95,4.43,0.175,3.75,862.27,29.27,1.453,31.22,506.49,12.73,0.444,9.54,14.71,0.32,0.009,0.19,595.47,8.69,0.152,3.26,132.99,1.32,0.019,0.42
221.34,37.94,0.1714,20.7,0.0935,31.52,0.1424,16.24,0.0734,37.51,0.1695,77.42,0.3498,18.52,0.661,22,0.114,14,woman,all,74.4,1377.89,22658.86,495.08,20.02,370.77,9169.44,271.07,15.845,293.44,22952.01,651.26,25.51,472.44,8209.9,155.34,5.162,95.61,13705.79,221.36,4.554,84.34,23587.84,226.65,3.309,61.29
3.1,0.39,0.1258,0.06,0.0194,0.91,0.2935,1.32,0.4258,0.15,0.0484,0.27,0.0871,8.31,0.77,26,0.151,20,man,all,1.098,9.12,235.62,4.78,0.184,1.53,23.4,0.74,0.048,0.4,663.46,15.51,0.501,4.17,630.46,11.37,0.328,2.72,61.07,0.95,0.022,0.19,96.1,0.95,0.014,0.12
86.9,8.75,0.1007,6.82,0.0785,3.24,0.0373,34.9,0.4016,0.84,0.0097,32.34,0.3722,10.77,0.778,6,0.191,70,man,all,24.495,263.82,5512.51,133.84,5.252,56.57,2903.86,97.38,6.362,68.52,2224.66,47.1,1.755,18.9,18550.02,316.37,9.118,98.2,314.55,5.8,0.097,1.05,10229.0,128.45,1.911,20.58
41.4,2.48,0.0599,0.76,0.0184,8.7,0.2101,1.33,0.0321,4.15,0.1002,23.97,0.579,11.52,0.857,13,0.543,30,woman,all,9.021,103.92,1474.0,31.12,1.211,13.95,310.64,9.24,0.61,7.03,5704.17,146.3,5.032,57.97,654.72,12.16,0.352,4.05,1591.5,30.24,0.651,7.49,7245.63,85.32,1.165,13.43
94.54,10.08,0.1066,11.37,0.1203,14.83,0.1569,6.27,0.0663,33.91,0.3587,18.08,0.1912,23.11,0.654,4,0.542,67,man,high,29.287,676.82,5299.13,104.35,4.149,95.89,4779.92,151.53,8.556,197.72,10258.01,292.48,9.922,229.29,3012.4,46.76,1.365,31.53,12644.49,211.16,4.283,98.98,6235.77,67.75,1.013,23.41
1.99,0.32,0.1608,0.06,0.0302,0.48,0.2412,0.2,0.1005,0.39,0.196,0.54,0.2714,12.49,0.843,23,0.459,60,woman,low,0.538,6.72,176.95,3.53,0.154,1.92,25.76,0.79,0.052,0.65,307.24,6.51,0.201,2.51,90.07,1.85,0.059,0.74,148.08,2.36,0.042,0.52,176.99,2.05,0.031,0.38
77.07,21.26,0.2759,18.48,0.2398,24.64,0.3197,4.8,0.0623,2.16,0.028,5.73,0.0743,5.3,0.453,9,0.421,56,man,low,39.14,207.44,12281.92,226.77,8.205,43.49,8003.81,222.03,16.143,85.56,16799.62,404.11,13.2,69.96,2330.66,37.33,1.068,5.66,912.82,13.57,0.287,1.52,2007.5,17.91,0.237,1.26
46.83,1.94,0.0414,7.35,0.157,13.08,0.2793,9.51,0.2031,4.13,0.0882,10.84,0.2315,21.75,0.575,9,0.358,54,man,high,16.279,354.08,964.21,20.0,0.835,18.16,2990.72,87.83,5.043,109.68,9350.87,232.77,6.859,149.18,4454.12,81.91,2.292,49.86,1513.43,27.25,0.603,13.12,3435.16,40.55,0.647,14.07
13.32,0.85,0.0638,1.33,0.0998,1.17,0.0878,1.04,0.0781,5.37,0.4032,3.56,0.2673,22.64,0.845,3,0.199,76,woman,high,3.782,85.63,456.35,9.83,0.366,8.28,615.94,22.01,1.447,32.76,894.56,24.01,0.795,18.01,491.49,9.92,0.329,7.45,2073.76,32.93,0.634,14.35,1161.46,14.5,0.211,4.78
49.86,3.22,0.0646,15.39,0.3087,0.02,0.0004,13.59,0.2726,13.39,0.2686,4.25,0.0852,14.88,0.457,28,0.554,61,man,low,15.944,237.24,1834.65,36.03,1.352,20.11,6020.42,145.23,8.945,133.1,12.66,0.27,0.01,0.14,8074.39,128.96,3.825,56.92,4761.06,76.2,1.598,23.78,1509.98,14.63,0.214,3.19
11.28,3.59,0.3183,3.27,0.2899,1.75,0.1551,1.84,0.1631,0.02,0.0018,0.81,0.0718,22.76,0.564,15,0.252,71,man,high,6.28,142.93,2026.19,36.42,1.403,31.92,1458.19,49.54,3.016,68.64,1297.26,33.82,1.21,27.55,915.47,18.07,0.603,13.72,7.07,0.12,0.003,0.06,257.83,3.06,0.045,1.03
2.97,1.41,0.4747,0.51,0.1717,0.26,0.0875,0.45,0.1515,0.27,0.0909,0.08,0.0269,12.35,0.811,1,0.252,20,woman,low,1.497,18.49,745.48,16.63,0.66,8.15,229.5,7.83,0.543,6.7,160.75,4.49,0.121,1.5,227.4,4.65,0.14,1.73,100.23,1.51,0.03,0.38,27.17,0.23,0.003,0.04
44.69,1.19,0.0266,16.74,0.3746,9.58,0.2144,0.84,0.0188,6.41,0.1434,9.93,0.2222,4.85,0.749,28,0.406,61,all,high,23.267,112.84,669.71,14.98,0.59,2.86,7052.88,228.28,15.073,73.1,6188.63,182.59,5.853,28.39,419.16,8.32,0.238,1.15,2175.24,38.69,0.794,3.85,3261.08,40.83,0.72,3.49
2.79,0.25,0.0896,0.83,0.2975,0.43,0.1541,0.09,0.0323,0.26,0.0932,0.92,0.3297,5.29,0.728,7,0.147,54,man,low,1.097,5.8,138.57,2.98,0.123,0.65,338.72,10.07,0.567,3.0,306.03,8.58,0.318,1.68,42.89,0.67,0.02,0.1,85.03,1.33,0.025,0.13,291.81,3.17,0.045,0.24
5.76,0.37,0.0642,1.08,0.1875,1.84,0.3194,0.3,0.0521,0.31,0.0538,1.86,0.3229,22.13,0.702,15,0.394,15,woman,low,2.498,55.28,205.5,4.22,0.178,3.94,406.67,12.31,0.813,17.99,1187.71,36.93,1.326,29.35,130.41,2.47,0.065,1.44,116.75,1.6,0.036,0.8,587.83,4.98,0.08,1.77
1.58,0.11,0.0696,0.11,0.0696,0.52,0.3291,0.4,0.2532,0.14,0.0886,0.3,0.1899,3.65,0.937,4,0.578,60,woman,low,0.6,2.19,60.75,1.62,0.065,0.24,41.36,1.44,0.086,0.32,367.6,8.51,0.314,1.15,186.2,3.41,0.098,0.36,55.66,0.96,0.021,0.08,101.67,1.04,0.015,0.06
64.26,11.94,0.1858,27.59,0.4293,1.33,0.0207,2.03,0.0316,1.9,0.0296,19.47,0.303,19.31,0.756,26,0.391,37,woman,low,31.07,599.97,6400.09,141.8,5.631,108.74,11780.53,413.76,22.654,437.44,915.28,23.65,0.806,15.57,1011.31,19.35,0.497,9.59,737.43,11.49,0.229,4.41,6388.42,72.23,1.254,24.21
5.02,0.98,0.1952,1.84,0.3665,0.11,0.0219,0.81,0.1614,0.29,0.0578,0.99,0.1972,2.29,0.869,12,0.275,22,man,all,2.328,5.33,573.07,12.05,0.488,1.12,753.73,24.25,1.419,3.25,82.14,2.7,0.099,0.23,395.33,8.3,0.245,0.56,115.03,1.92,0.039,0.09,287.07,2.8,0.039,0.09
136.31,20.12,0.1476,33.83,0.2482,24.28,0.1781,19.98,0.1466,1.27,0.0093,36.83,0.2702,4.41,0.625,20,0.278,52,all,low,57.891,255.3,10792.25,205.68,7.874,34.72,13465.75,403.88,27.242,120.14,17645.35,462.1,15.831,69.82,9783.57,169.62,4.99,22.0,447.01,6.84,0.127,0.56,12967.85,123.61,1.827,8.06
56.84,2.88,0.0507,14.15,0.2489,9.71,0.1708,5.21,0.0917,5.83,0.1026,19.06,0.3353,1.98,0.645,23,0.136,65,woman,low,21.588,42.75,1686.78,35.17,1.409,2.79,6067.49,194.42,11.815,23.39,6730.44,158.71,5.052,10.0,2599.54,51.34,1.512,2.99,2283.32,35.64,0.783,1.55,6175.88,63.86,1.018,2.02
3.81,1.26,0.3307,0.1,0.0262,0.54,0.1417,0.88,0.231,0.92,0.2415,0.11,0.0289,4.7,0.809,14,0.41,57,man,high,1.544,7.26,755.21,16.04,0.69,3.24,40.13,1.54,0.087,0.41,378.55,10.19,0.355,1.67,413.44,8.5,0.261,1.23,380.95,7.04,0.146,0.69,33.06,0.39,0.005,0.03
140.43,52.19,0.3716,10.78,0.0768,16.25,0.1157,10.56,0.0752,47.43,0.3377,3.24,0.0231,2.44,0.752,1,0.121,57,man,low,50.44,123.07,28367.21,565.63,24.289,59.27,3975.66,127.76,7.416,18.09,11042.4,277.04,9.638,23.52,5159.02,88.04,2.872,7.01,18292.26,287.63,6.073,14.82,997.11,11.27,0.153,0.37
188.37,54.4,0.2888,68.16,0.3618,3.11,0.0165,19.43,0.1031,11.08,0.0588,32.19,0.1709,4.89,0.84,25,0.536,62,woman,high,93.27,456.09,32559.25,635.24,26.781,130.96,30436.72,1010.95,55.208,269.97,2112.63,49.44,1.848,9.04,9601.7,209.26,5.819,28.46,3898.8,67.22,1.14,5.57,11702.9,158.41,2.474,12.1
5.33,2.12,0.3977,0.45,0.0844,1.23,0.2308,0.98,0.1839,0.49,0.0919,0.06,0.0113,13.84,0.684,4,0.504,77,woman,high,2.493,34.5,1213.93,26.17,1.0,13.84,173.35,6.3,0.395,5.47,812.15,20.68,0.654,9.05,529.16,11.11,0.353,4.89,201.03,3.73,0.087,1.2,19.07,0.22,0.003,0.04
18.82,3.67,0.195,0.14,0.0074,3.02,0.1605,4.24,0.2253,1.82,0.0967,5.93,0.3151,13.47,0.611,25,0.076,45,woman,all,5.005,67.42,2120.9,47.34,1.769,23.83,58.51,1.7,0.1,1.34,2002.39,49.79,1.705,22.97,1917.94,32.84,0.889,11.98,760.3,11.91,0.236,3.18,2168.98,21.05,0.306,4.12
3.86,1.41,0.3653,0.32,0.0829,0.48,0.1244,0.42,0.1088,0.43,0.1114,0.8,0.2073,6.25,0.458,29,0.224,55,all,low,1.288,8.05,774.38,14.89,0.619,3.87,135.24,3.44,0.21,1.31,347.1,6.49,0.286,1.79,209.22,3.04,0.085,0.53,158.1,2.2,0.047,0.3,225.85,2.5,0.041,0.26
28.99,0.05,0.0017,4.05,0.1397,3.05,0.1052,6.31,0.2177,4.86,0.1676,10.66,0.3677,5.3,0.977,28,0.124,24,man,low,8.457,44.82,28.2,0.54,0.02,0.11,1800.32,56.76,3.561,18.87,2164.96,55.79,1.97,10.44,3161.8,56.62,1.912,10.13,1724.75,27.55,0.529,2.8,3496.34,32.97,0.466,2.47
6.34,0.68,0.1073,0.73,0.1151,0.79,0.1246,0.79,0.1246,0.61,0.0962,2.75,0.4338,12.21,0.549,27,0.458,14,man,low,1.694,20.68,396.76,8.17,0.371,4.53,302.28,7.61,0.474,5.79,528.99,14.43,0.458,5.59,383.79,6.08,0.19,2.32,254.21,3.43,0.075,0.92,818.65,7.95,0.126,1.54
